%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
Y013RL,"Other computer and electronic product manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:12,NONE
Y013RW,"Other computer and electronic product manufacturing","Quantity Contributions","Level",0,T50602:12,NONE
Y013RX,"Other computer and electronic product manufacturing","Chained Dollars","Level",-6,T50606:12,NONE
Y014RA,"Motor vehicles, bodies and trailers, and parts manufacturing","Fisher Quantity Index","Level",0,T50603:13,NONE
Y014RC,"Motor vehicles, bodies and trailers, and parts manufacturing","Current Dollars","Level",-6,T50605:13,Y027RC
Y014RG,"Motor vehicles, bodies and trailers, and parts manufacturing","Fisher Price Index","Level",0,T50604:13,NONE
Y014RL,"Motor vehicles, bodies and trailers, and parts manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:13,NONE
Y014RW,"Motor vehicles, bodies and trailers, and parts manufacturing","Quantity Contributions","Level",0,T50602:13,NONE
Y014RX,"Motor vehicles, bodies and trailers, and parts manufacturing","Chained Dollars","Level",-6,T50606:13,NONE
Y015RA,"Aerospace products and parts manufacturing","Fisher Quantity Index","Level",0,T50603:14,NONE
Y015RC,"Aerospace products and parts manufacturing","Current Dollars","Level",-6,T50605:14,Y027RC
Y015RG,"Aerospace products and parts manufacturing","Fisher Price Index","Level",0,T50604:14,NONE
Y015RL,"Aerospace products and parts manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:14,NONE
Y015RW,"Aerospace products and parts manufacturing","Quantity Contributions","Level",0,T50602:14,NONE
Y015RX,"Aerospace products and parts manufacturing","Chained Dollars","Level",-6,T50606:14,NONE
Y016RA,"Other manufacturing","Fisher Quantity Index","Level",0,T50603:15,NONE
Y016RC,"Other manufacturing","Current Dollars","Level",-6,T50605:15,Y027RC
Y016RG,"Other manufacturing","Fisher Price Index","Level",0,T50604:15,NONE
Y016RL,"Other manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:15,NONE
Y016RW,"Other manufacturing","Quantity Contributions","Level",0,T50602:15,NONE
Y016RX,"Other manufacturing","Chained Dollars","Level",-6,T50606:15,NONE
Y017RA,"Nonprofit institutions serving households","Fisher Quantity Index","Level",0,T50603:19,NONE
Y017RC,"Nonprofit institutions serving households","Current Dollars","Level",-6,T50605:19,Y006RC
Y017RG,"Nonprofit institutions serving households","Fisher Price Index","Level",0,T50604:19,NONE
Y017RL,"Nonprofit institutions serving households","Fisher Quantity Index","Percent change, annual rate",0,T50601:19,NONE
Y017RW,"Nonprofit institutions serving households","Quantity Contributions","Level",0,T50602:19,NONE
Y017RX,"Nonprofit institutions serving households","Chained Dollars","Level",-6,T50606:19,NONE
Y018RA,"Universities and colleges","Fisher Quantity Index","Level",0,T50603:20,NONE
Y018RC,"Universities and colleges","Current Dollars","Level",-6,T50605:20,Y017RC
Y018RG,"Universities and colleges","Fisher Price Index","Level",0,T50604:20,NONE
Y018RL,"Universities and colleges","Fisher Quantity Index","Percent change, annual rate",0,T50601:20,NONE
Y018RW,"Universities and colleges","Quantity Contributions","Level",0,T50602:20,NONE
Y018RX,"Universities and colleges","Chained Dollars","Level",-6,T50606:20,NONE
Y019RA,"Other nonprofit institutions","Fisher Quantity Index","Level",0,T50603:21,NONE
Y019RC,"Other nonprofit institutions","Current Dollars","Level",-6,T50605:21,Y017RC
Y019RG,"Other nonprofit institutions","Fisher Price Index","Level",0,T50604:21,NONE
Y019RL,"Other nonprofit institutions","Fisher Quantity Index","Percent change, annual rate",0,T50601:21,NONE
Y019RW,"Other nonprofit institutions","Quantity Contributions","Level",0,T50602:21,NONE
Y019RX,"Other nonprofit institutions","Chained Dollars","Level",-6,T50606:21,NONE
Y020RA,"Entertainment, literary, and artistic originals","Fisher Quantity Index","Level",0,T10503:40|T50303:19|T50603:22,NONE
Y020RC,"Entertainment, literary, and artistic originals","Current Dollars","Level",-6,T10505:40|T50305:19|T50605:22,Y001RC
Y020RG,"Entertainment, literary, and artistic originals","Fisher Price Index","Level",0,T10504:40|T10604:38|T50304:19|T50604:22,NONE
Y020RL,"Entertainment, literary, and artistic originals","Fisher Quantity Index","Percent change, annual rate",0,T10501:40|T50301:19|T50601:22,NONE
Y020RS,"Entertainment, literary, and artistic originals","Price Contributions","Level",0,T10608:38,NONE
Y020RV,"Entertainment, literary, and artistic originals","Fisher Price Index","Percent change, annual rate",0,T10607:38,NONE
Y020RW,"Entertainment, literary, and artistic originals","Quantity Contributions","Level",0,T50602:22,NONE
Y020RX,"Entertainment, literary, and artistic originals","Chained Dollars","Level",-6,T10506:40|T50306:19|T50606:22,NONE
Y020RY,"Entertainment, literary, and artistic originals","Quantity Contributions","Level",0,T10502:40,NONE
Y020RZ,"Entertainment, literary, and artistic originals","Quantity Contributions","Level",0,T50302:19,NONE
Y021RA,"Theatrical movies","Fisher Quantity Index","Level",0,T50603:23,NONE
Y021RC,"Theatrical movies","Current Dollars","Level",-6,T50605:23,Y020RC
Y021RG,"Theatrical movies","Fisher Price Index","Level",0,T50604:23,NONE
Y021RL,"Theatrical movies","Fisher Quantity Index","Percent change, annual rate",0,T50601:23,NONE
Y021RW,"Theatrical movies","Quantity Contributions","Level",0,T50602:23,NONE
Y021RX,"Theatrical movies","Chained Dollars","Level",-6,T50606:23,NONE
Y022RA,"Long-lived television programs","Fisher Quantity Index","Level",0,T50603:24,NONE
Y022RC,"Long-lived television programs","Current Dollars","Level",-6,T50605:24,Y020RC
Y022RG,"Long-lived television programs","Fisher Price Index","Level",0,T50604:24,NONE
Y022RL,"Long-lived television programs","Fisher Quantity Index","Percent change, annual rate",0,T50601:24,NONE
Y022RW,"Long-lived television programs","Quantity Contributions","Level",0,T50602:24,NONE
Y022RX,"Long-lived television programs","Chained Dollars","Level",-6,T50606:24,NONE
Y023RA,"Books","Fisher Quantity Index","Level",0,T50603:25,NONE
Y023RC,"Books","Current Dollars","Level",-6,T50605:25,Y020RC
Y023RG,"Books","Fisher Price Index","Level",0,T50604:25,NONE
Y023RL,"Books","Fisher Quantity Index","Percent change, annual rate",0,T50601:25,NONE
Y023RW,"Books","Quantity Contributions","Level",0,T50602:25,NONE
Y023RX,"Books","Chained Dollars","Level",-6,T50606:25,NONE
Y024RA,"Music","Fisher Quantity Index","Level",0,T50603:26,NONE
Y024RC,"Music","Current Dollars","Level",-6,T50605:26,Y020RC
Y024RG,"Music","Fisher Price Index","Level",0,T50604:26,NONE
Y024RL,"Music","Fisher Quantity Index","Percent change, annual rate",0,T50601:26,NONE
Y024RW,"Music","Quantity Contributions","Level",0,T50602:26,NONE
Y024RX,"Music","Chained Dollars","Level",-6,T50606:26,NONE
Y025RA,"Other","Fisher Quantity Index","Level",0,T50603:27,NONE
Y025RC,"Other","Current Dollars","Level",-6,T50605:27,Y020RC
Y025RG,"Other","Fisher Price Index","Level",0,T50604:27,NONE
Y025RL,"Other","Fisher Quantity Index","Percent change, annual rate",0,T50601:27,NONE
Y025RW,"Other","Quantity Contributions","Level",0,T50602:27,NONE
Y025RX,"Other","Chained Dollars","Level",-6,T50606:27,NONE
Y026RX,"Residual","Chained Dollars","Level",-6,T50606:28,NONE
Y027RA,"Manufacturing","Fisher Quantity Index","Level",0,T50603:8,NONE
Y027RC,"Manufacturing","Current Dollars","Level",-6,T50605:8,Y007RC
Y027RG,"Manufacturing","Fisher Price Index","Level",0,T50604:8,NONE
Y027RL,"Manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:8,NONE
Y027RW,"Manufacturing","Quantity Contributions","Level",0,T50602:8,NONE
Y027RX,"Manufacturing","Chained Dollars","Level",-6,T50606:8,NONE
Y028RA,"Nonmanufacturing","Fisher Quantity Index","Level",0,T50603:16,NONE
Y028RC,"Nonmanufacturing","Current Dollars","Level",-6,T50605:16,Y007RC
Y028RG,"Nonmanufacturing","Fisher Price Index","Level",0,T50604:16,NONE
Y028RL,"Nonmanufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:16,NONE
Y028RW,"Nonmanufacturing","Quantity Contributions","Level",0,T50602:16,NONE
Y028RX,"Nonmanufacturing","Chained Dollars","Level",-6,T50606:16,NONE
Y029RA,"Scientific research and development services","Fisher Quantity Index","Level",0,T50603:17,NONE
Y029RC,"Scientific research and development services","Current Dollars","Level",-6,T50605:17,Y028RC
Y029RG,"Scientific research and development services","Fisher Price Index","Level",0,T50604:17,NONE
Y029RL,"Scientific research and development services","Fisher Quantity Index","Percent change, annual rate",0,T50601:17,NONE
Y029RW,"Scientific research and development services","Quantity Contributions","Level",0,T50602:17,NONE
Y029RX,"Scientific research and development services","Chained Dollars","Level",-6,T50606:17,NONE
Y032RA,"Private fixed investment in equipment","Fisher Quantity Index","Level",0,T50503:1,NONE
Y032RC,"Private fixed investment in equipment","Current Dollars","Level",-6,T50505:1|T50505:35|U50505:1,NONE
Y032RG,"Private fixed investment in equipment","Fisher Price Index","Level",0,T50504:1|U50504:1,NONE
Y032RL,"Private fixed investment in equipment","Fisher Quantity Index","Percent change, annual rate",0,T50501:1|T50502:1,NONE
Y032RX,"Private fixed investment in equipment","Chained Dollars","Level",-6,T50506:1|U50506:1,NONE
Y033AX,"Equipment","Chained Dollars","Level",-6,T10106A:11,NONE
Y033BX,"Equipment","Chained Dollars","Level",-6,T10106B:11,NONE
Y033CX,"Equipment","Chained Dollars","Level",-6,T10106C:11,NONE
Y033DX,"Equipment","Chained Dollars","Level",-6,T10106D:11,NONE
Y033RA,"Equipment","Fisher Quantity Index","Level",0,T10103:11|T10503:30|T50203:16|T50303:9|T50503:2|U50203:16,NONE
Y033RC,"Equipment","Current Dollars","Level",-6,T10105:11|T10505:30|T50205:16|T50305:9|T50505:2|T51000:12|U50205:16|U50505:2,A008RC|Y032RC
Y033RD,"Equipment","Chained Dollar IPDs","Level",0,T10109:11,NONE
Y033RE,"Equipment","Current Dollar Shares","Level",0,T10110:11,NONE
Y033RG,"Equipment","Fisher Price Index","Level",0,T10104:11|T10504:30|T10604:28|T50304:9|T50504:2|U50504:2,NONE
Y033RJ,"Equipment","Price Contributions","Level",0,T10108:11,NONE
Y033RL,"Equipment","Fisher Quantity Index","Percent change, annual rate",0,T10101:11|T10501:30|T50301:9|T50501:2,NONE
Y033RO,"Equipment","Fisher Quantity Index","Percent change, year ago",0,T10111:11,NONE
Y033RS,"Equipment","Price Contributions","Level",0,T10608:28,NONE
Y033RV,"Equipment","Fisher Price Index","Percent change, annual rate",0,T10107:11|T10607:28,NONE
Y033RW,"Nonresidential equipment","Quantity Contributions","Level",0,T50502:2,NONE
Y033RX,"Equipment","Chained Dollars","Level",-6,T10106:11|T10506:30|T50206:16|T50306:9|T50506:2|U50206:16|U50506:2,NONE
Y033RY,"Equipment","Quantity Contributions","Level",0,T10102:11|T10502:30,NONE
Y033RZ,"Equipment","Quantity Contributions","Level",0,T50302:9,NONE
Y034RA,"Information processing equipment","Fisher Quantity Index","Level",0,T10503:31|T50303:10|T50503:3,NONE
Y034RC,"Information processing equipment","Current Dollars","Level",-6,T10505:31|T50305:10|T50505:3|U50505:3,Y033RC
Y034RG,"Information processing equipment","Fisher Price Index","Level",0,T10504:31|T10604:29|T50304:10|T50504:3|U50504:3,NONE
Y034RL,"Information processing equipment","Fisher Quantity Index","Percent change, annual rate",0,T10501:31|T50301:10|T50501:3,NONE
Y034RS,"Information processing equipment","Price Contributions","Level",0,T10608:29,NONE
Y034RV,"Information processing equipment","Fisher Price Index","Percent change, annual rate",0,T10607:29,NONE
Y034RW,"Information processing equipment","Quantity Contributions","Level",0,T50502:3,NONE
Y034RX,"Information processing equipment","Chained Dollars","Level",-6,T10506:31|T50306:10|T50506:3|U50506:3,NONE
Y034RY,"Information processing equipment","Quantity Contributions","Level",0,T10502:31,NONE
Y034RZ,"Information processing equipment","Quantity Contributions","Level",0,T50302:10,NONE
Y035RC,"Equals: Private fixed investment in new equipment","Current Dollars","Level",-6,T50505:41,NONE
Y036RX,"Residual","Chained Dollars","Level",-6,T50506:35,NONE
Y050RA,"Equipment","Fisher Quantity Index","Level",0,T30903:21|T31103:31|T50903A:43|T50903B:48,NONE
Y050RC,"Equipment","Current Dollars","Level",-6,T30905:21|T31105:31|T50905A:43|T50905B:48,A788RC|Y058RC
Y050RG,"Equipment","Fisher Price Index","Level",0,T30904:21|T31104:31|T50904A:43|T50904B:48,NONE
Y050RL,"Equipment","Fisher Quantity Index","Percent change, annual rate",0,T30901:21|T31101:31,NONE
Y050RN,"Equipment","Quantity Contributions","Level",0,T31102:31,NONE
Y050RX,"Equipment","Chained Dollars","Level",-6,T30906:21|T31106:31|T50906B:48,NONE
Y050RZ,"Equipment","Quantity Contributions","Level",0,T30902:21,NONE
Y051RA,"Electronics","Fisher Quantity Index","Level",0,T31103:36|T50903A:48|T50903B:53,NONE
Y051RC,"Electronics","Current Dollars","Level",-6,T31105:36|T50905A:48|T50905B:53,Y050RC
Y051RG,"Electronics","Fisher Price Index","Level",0,T31104:36|T50904A:48|T50904B:53,NONE
Y051RL,"Electronics","Fisher Quantity Index","Percent change, annual rate",0,T31101:36,NONE
Y051RN,"Electronics","Quantity Contributions","Level",0,T31102:36,NONE
Y051RX,"Electronics","Chained Dollars","Level",-6,T31106:36|T50906B:53,NONE
Y052RA,"Intellectual property products","Fisher Quantity Index","Level",0,T30903:22|T31103:38|T50903A:54|T50903B:59,NONE
Y052RC,"Intellectual property products","Current Dollars","Level",-6,T30905:22|T31105:38|T50905A:54|T50905B:59,A788RC|Y059RC
Y052RG,"Intellectual property products","Fisher Price Index","Level",0,T30904:22|T31104:38|T50904A:54|T50904B:59,NONE
Y052RL,"Intellectual property products","Fisher Quantity Index","Percent change, annual rate",0,T30901:22|T31101:38,NONE
Y052RN,"Intellectual property products","Quantity Contributions","Level",0,T31102:38,NONE
Y052RX,"Intellectual property products","Chained Dollars","Level",-6,T30906:22|T31106:38|T50906B:59,NONE
Y052RZ,"Intellectual property products","Quantity Contributions","Level",0,T30902:22,NONE
Y053RA,"Software","Fisher Quantity Index","Level",0,T30903:23|T31103:39|T50903A:55|T50903B:60,NONE
Y053RC,"Software","Current Dollars","Level",-6,T30905:23|T31105:39|T50905A:55|T50905B:60,Y052RC
Y053RG,"Software","Fisher Price Index","Level",0,T30904:23|T31104:39|T50904A:55|T50904B:60,NONE
Y053RL,"Software","Fisher Quantity Index","Percent change, annual rate",0,T30901:23|T31101:39,NONE
Y053RN,"Software","Quantity Contributions","Level",0,T31102:39,NONE
Y053RX,"Software","Chained Dollars","Level",-6,T30906:23|T31106:39|T50906B:60,NONE
Y053RZ,"Software","Quantity Contributions","Level",0,T30902:23,NONE
Y054RA,"Equipment","Fisher Quantity Index","Level",0,T30903:5|T50203:40|T50903A:41|T50903B:46|U50203:40,NONE
Y054RC,"Equipment","Current Dollars","Level",-6,T30905:5|T50205:40|T50905A:41|T50905B:46|T51000:17|U50205:40,A782RC
Y054RG,"Equipment","Fisher Price Index","Level",0,T30904:5|T50904A:41|T50904B:46,NONE
Y054RL,"Equipment","Fisher Quantity Index","Percent change, annual rate",0,T30901:5,NONE
Y054RX,"Equipment","Chained Dollars","Level",-6,T30906:5|T50206:40|T50906B:46|U50206:40,NONE
Y054RZ,"Equipment","Quantity Contributions","Level",0,T30902:5,NONE
Y055RA,"Intellectual property products","Fisher Quantity Index","Level",0,T30903:6|T50203:47|T50903A:52|T50903B:57|U50203:47,NONE
Y055RC,"Intellectual property products","Current Dollars","Level",-6,T30905:6|T50205:47|T50905A:52|T50905B:57|T51000:18|U50205:47,A782RC
Y055RG,"Intellectual property products","Fisher Price Index","Level",0,T30904:6|T50904A:52|T50904B:57,NONE
Y055RL,"Intellectual property products","Fisher Quantity Index","Percent change, annual rate",0,T30901:6,NONE
Y055RX,"Intellectual property products","Chained Dollars","Level",-6,T30906:6|T50206:47|T50906B:57|U50206:47,NONE
Y055RZ,"Intellectual property products","Quantity Contributions","Level",0,T30902:6,NONE
Y056RA,"Software","Fisher Quantity Index","Level",0,T30903:7,NONE
Y056RC,"Software","Current Dollars","Level",-6,T30905:7,Y055RC
Y056RG,"Software","Fisher Price Index","Level",0,T30904:7,NONE
Y056RL,"Software","Fisher Quantity Index","Percent change, annual rate",0,T30901:7,NONE
Y056RX,"Software","Chained Dollars","Level",-6,T30906:7,NONE
Y056RZ,"Software","Quantity Contributions","Level",0,T30902:7,NONE
Y057RA,"Research and development","Fisher Quantity Index","Level",0,T30903:8,NONE
Y057RC,"Research and development","Current Dollars","Level",-6,T30905:8,Y055RC
Y057RG,"Research and development","Fisher Price Index","Level",0,T30904:8,NONE
Y057RL,"Research and development","Fisher Quantity Index","Percent change, annual rate",0,T30901:8,NONE
Y057RX,"Research and development","Chained Dollars","Level",-6,T30906:8,NONE
Y057RZ,"Research and development","Quantity Contributions","Level",0,T30902:8,NONE
Y058RA,"Equipment","Fisher Quantity Index","Level",0,T30903:13|T50903A:42|T50903B:47,NONE
Y058RC,"Equipment","Current Dollars","Level",-6,T30905:13|T50905A:42|T50905B:47,A787RC|Y054RC
Y058RG,"Equipment","Fisher Price Index","Level",0,T30904:13|T50904A:42|T50904B:47,NONE
Y058RL,"Equipment","Fisher Quantity Index","Percent change, annual rate",0,T30901:13,NONE
Y058RX,"Equipment","Chained Dollars","Level",-6,T30906:13|T50906B:47,NONE
Y058RZ,"Equipment","Quantity Contributions","Level",0,T30902:13,NONE
Y059RA,"Intellectual property products","Fisher Quantity Index","Level",0,T30903:14|T50903A:53|T50903B:58,NONE
Y059RC,"Intellectual property products","Current Dollars","Level",-6,T30905:14|T50905A:53|T50905B:58,A787RC|Y055RC
Y059RG,"Intellectual property products","Fisher Price Index","Level",0,T30904:14|T50904A:53|T50904B:58,NONE
Y059RL,"Intellectual property products","Fisher Quantity Index","Percent change, annual rate",0,T30901:14,NONE
